0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.734560942001754147e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.415105756220804908e-02,0.000000000000000000e+00
7.645259938837920552e-04,0.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,4.738819992484029076e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.391357353826406795e-01,5.000000000000000000e-01
1.529051987767584327e-03,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,3.235625704622322463e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.546856981799983252e-02,0.000000000000000000e+00
2.293577981651376274e-03,0.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,4.363021420518602422e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.036442974556203295e-01,0.000000000000000000e+00
3.058103975535168221e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.363021420518602422e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.571255356907238707e-02,0.000000000000000000e+00
3.822629969418960601e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.650950209357577095e-02,1.000000000000000000e+00
4.587155963302751681e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.743079042966303449e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.012288583200020575e-01,0.000000000000000000e+00
5.351681957186544061e-03,1.000000000000000000e+00,1.764705882352941013e-01,0.000000000000000000e+00,2.292371288989102085e-02,3.750000000000000000e-01,1.111111111111111049e-01,4.113566043083236035e-02,0.000000000000000000e+00
6.116207951070336442e-03,1.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,3.360891895277464680e-01,0.000000000000000000e+00,2.222222222222222099e-01,2.173075436652839587e-02,0.000000000000000000e+00
6.880733944954127955e-03,5.000000000000000000e-01,5.882352941176470507e-02,1.000000000000000000e+00,1.732431416760616405e-01,1.250000000000000000e-01,0.000000000000000000e+00,5.869429265402010404e-02,5.000000000000000000e-01
7.645259938837919468e-03,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,4.797695102091945746e-02,1.250000000000000000e-01,1.111111111111111049e-01,3.259622914329302068e-02,0.000000000000000000e+00
8.409785932721713583e-03,0.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,7.244143805586872320e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.182214872781016474e-02,0.000000000000000000e+00
9.174311926605505096e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.484028560691469711e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.571255356907238707e-02,0.000000000000000000e+00
9.938837920489296610e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.864086183139171293e-01,1.250000000000000000e-01,5.555555555555555802e-01,6.104473451835264880e-02,0.000000000000000000e+00
1.070336391437308986e-02,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,1.732431416760616405e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.533037742139233862e-02,0.000000000000000000e+00
1.146788990825688137e-02,5.000000000000000000e-01,5.882352941176470507e-02,1.000000000000000000e+00,6.868345233621445667e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.122992013728672842e-02,0.000000000000000000e+00
1.223241590214067288e-02,1.000000000000000000e+00,1.764705882352941013e-01,0.000000000000000000e+00,2.292371288989102085e-02,5.000000000000000000e-01,1.111111111111111049e-01,5.684821399990475088e-02,1.000000000000000000e+00
1.299694189602446613e-02,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.537431011154546792e-02,0.000000000000000000e+00
1.376146788990825764e-02,1.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,3.861956657898033551e-01,1.250000000000000000e-01,0.000000000000000000e+00,3.513366015444756990e-02,0.000000000000000000e+00
1.452599388379204916e-02,1.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.410226081199353679e-02,5.000000000000000000e-01
1.529051987767584241e-02,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.363021420518602422e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.074862022309093584e-02,0.000000000000000000e+00
1.605504587155963045e-02,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.237755229863460205e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.537431011154546792e-02,0.000000000000000000e+00
1.681957186544342370e-02,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,1.857697607415758623e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.567195467289391256e-02,1.000000000000000000e+00
1.758409785932721695e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.929138530460493550e-02,0.000000000000000000e+00
1.834862385321100672e-02,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,9.808342728297632374e-02,3.750000000000000000e-01,1.111111111111111049e-01,4.113566043083236035e-02,0.000000000000000000e+00
1.911314984709479997e-02,1.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,4.738819992484029076e-01,1.250000000000000000e-01,5.555555555555555802e-01,6.126431989431795067e-02,0.000000000000000000e+00
1.987767584097859322e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.410226081199353679e-02,5.000000000000000000e-01
2.064220183486238300e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.358762370036327494e-01,3.750000000000000000e-01,2.222222222222222099e-01,5.133418122566506536e-01,0.000000000000000000e+00
2.140672782874617625e-02,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.537917417160684919e-02,1.000000000000000000e+00
2.217125382262996949e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.541157521374928591e-02,0.000000000000000000e+00
2.293577981651375927e-02,0.000000000000000000e+00,2.352941176470588203e-01,0.000000000000000000e+00,4.989352373794313511e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.410739813385612162e-02,5.000000000000000000e-01
2.370030581039755252e-02,0.000000000000000000e+00,5.882352941176470507e-02,1.000000000000000000e+00,3.486158085932606898e-01,1.250000000000000000e-01,0.000000000000000000e+00,2.859895551532101177e-01,5.000000000000000000e-01
2.446483180428134577e-02,1.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00,3.486158085932606898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.512699256649825859e-02,1.000000000000000000e+00
2.522935779816513555e-02,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.246273330828010062e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.049463509009441520e-02,0.000000000000000000e+00
2.599388379204892879e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.486158085932606898e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.603867201010600319e-01,5.000000000000000000e-01
